"","site_ID","growing_year","window","nobsv","extend_days","alpha","beta","C0","Hs","k2","TS","ERref","lnRatio"
"1","US-Uaf",2009,"131_145",114,51,0.188689461,-0.00703922458,1.0717422835,1.515734928285,0.0760316092852,3.53044626388889,1.72027983897742,-0.491640476227795
"2","US-Uaf",2010,"131_145",106,39,0.15591511615,-0.0069019713395,1.95747643,1.515734928285,0.0760316092852,3.26539388194445,2.73121972190024,-0.0293791569021225
"3","US-Uaf",2011,"131_145",100,24,0.1861045255,-0.001894002779495,1.3399620245,1.515734928285,0.0760316092852,1.4979105,2.20977361118523,-0.241237378994553
"4","US-Uaf",2013,"131_145",113,33,0.13030228285,-0.008826151065,2.01138805,1.515734928285,0.0760316092852,0.303137152777778,2.54097150308497,-0.101580961466774
"5","US-Uaf",2014,"131_145",103,27,0.079405473802,-0.003722126944965,1.75093484,1.515734928285,0.0760316092852,2.19313252777778,2.0011643900012,-0.340398244748536
"6","US-Uaf",2015,"131_145",110,24,0.119110719875,-0.00515279272098,2.237417315,1.515734928285,0.0760316092852,3.75629059722222,2.81265098852745,0
"7","US-Uaf",2016,"131_145",116,18,0.077532071915,-0.00396344174868,1.9179025475,1.515734928285,0.0760316092852,5.24185310625,2.14193695341435,-0.272416912820313
"8","US-Uaf",2017,"131_145",115,21,0.1739930076,-0.0051256896792,1.0360557075,1.515734928285,0.0760316092852,4.52204623833333,1.62152076934139,-0.550762995494937
"9","US-Uaf",2018,"131_145",122,27,0.190223986,-0.00492178499679,1.161671551,1.515734928285,0.0760316092852,2.64074538129319,1.90094013901485,-0.391778877097216
"10","US-Uaf",2020,"131_145",107,18,0.17753174955,-0.004166691720875,1.1557189365,1.515734928285,0.0760316092852,4.03916712708333,1.83304985931524,-0.428146281475934
"11","US-Uaf",2021,"131_145",108,45,0.16886930375,-0.008601420615,2.03839643,1.515734928285,0.0760316092852,3.98075868763889,2.9133343312007,0.0351707926173576
"12","US-Uaf",2024,"131_145",108,24,0.06258429502,-0.0026396571192555,2.054490875,1.515734928285,0.0760316092852,3.34731031972222,2.22395055885407,-0.234842305489176
"13","US-Uaf",2009,"145_159",103,60,0.180056954,-0.005760086158,1.1697599815,1.9748548349545,0.1167129046803,6.49136866490741,2.97393710728527,-0.288576598858645
"14","US-Uaf",2010,"145_159",117,54,0.13049021685,-0.008046518156,2.16985213,1.9748548349545,0.1167129046803,7.58778861111111,3.55499893275715,-0.110108536110074
"15","US-Uaf",2011,"145_159",105,36,0.1766282832,-0.0068291646505,1.4498930345,1.9748548349545,0.1167129046803,4.94649266666667,3.39540396936129,-0.156040555721715
"16","US-Uaf",2013,"145_159",105,39,0.1099513208,-0.00829880563,2.142151125,1.9748548349545,0.1167129046803,4.12229218055556,3.07864273010281,-0.253974471339792
"17","US-Uaf",2014,"145_159",104,39,0.080827543865,-0.004366350264505,1.83182982,1.9748548349545,0.1167129046803,4.86369388888889,2.59232310736232,-0.425908872816934
"18","US-Uaf",2015,"145_159",114,36,0.13085857095,-0.0060723852258595,2.261530275,1.9748548349545,0.1167129046803,5.81972569444444,3.96879808367162,0
"19","US-Uaf",2016,"145_159",127,33,0.079632197134,-0.003498439537145,1.850255204,1.9748548349545,0.1167129046803,6.90869064027778,2.65368096538275,-0.402515579446033
"20","US-Uaf",2017,"145_159",103,33,0.1609510729,-0.00364035042565,1.113582711,1.9748548349545,0.1167129046803,6.37125077986111,2.74258783824018,-0.369561357973148
"21","US-Uaf",2018,"145_159",100,36,0.182569169,-0.008498629643,1.276354842,1.9748548349545,0.1167129046803,6.03284880444444,2.96038579376054,-0.293143703583358
"22","US-Uaf",2020,"145_159",110,30,0.1775669772,-0.0070944403035,1.29336775,1.9748548349545,0.1167129046803,6.27437658333333,3.06264096374647,-0.259185695366291
"23","US-Uaf",2021,"145_159",105,51,0.16936271875,-0.008153392695,2.12054584,1.9748548349545,0.1167129046803,6.05488809361111,4.38045921582536,0.0986902635320988
"24","US-Uaf",2024,"145_159",104,30,0.1287721844,-0.00445274584557,1.556080724,1.9748548349545,0.1167129046803,6.14861064444444,2.95206963860352,-0.29595680238345
"25","US-Uaf",2009,"159_173",103,63,0.10535530795,-0.003128291515935,2.077632217,15.7870564661,0.5729571527915,8.90530805555556,4.10678224096156,-0.104254497081076
"26","US-Uaf",2010,"159_173",108,60,0.02788161840345,-0.007285562401,5.94449536,15.7870564661,0.5729571527915,8.34611430555556,3.66559390304169,-0.217903939788588
"27","US-Uaf",2011,"159_173",100,42,0.07477311754,-0.00481068094415,3.13694219,15.7870564661,0.5729571527915,7.20428041666667,3.80835002365542,-0.179698278531959
"28","US-Uaf",2013,"159_173",101,42,0.0351607672611,-0.00263101146554,4.103061225,15.7870564661,0.5729571527915,7.27599319444445,3.95652891011986,-0.141527206179686
"29","US-Uaf",2014,"159_173",116,51,0.0344756518971,-0.00476089628915,4.260324575,15.7870564661,0.5729571527915,6.90374055555556,3.51078790981681,-0.261053821195468
"30","US-Uaf",2015,"159_173",106,42,0.0438419740424,-0.00287441833395,4.564497245,15.7870564661,0.5729571527915,8.59996333333333,4.55804730494767,0
"31","US-Uaf",2016,"159_173",106,33,0.09310929747,-0.00275526477444,1.659052583,15.7870564661,0.5729571527915,9.46050109861111,3.26634257225639,-0.333223429701671
"32","US-Uaf",2017,"159_173",121,48,0.06484406066,-0.00236715937698,3.025652455,15.7870564661,0.5729571527915,9.33205749444445,4.06945369426559,-0.113385546221599
"33","US-Uaf",2018,"159_173",120,51,0.0925517119,-0.0053635637822,2.5287983615,15.7870564661,0.5729571527915,7.44511585694444,3.62098523840763,-0.230148155100223
"34","US-Uaf",2020,"159_173",108,42,0.0461044873215,-0.0074923423975,4.01328967,15.7870564661,0.5729571527915,8.31258334027778,3.03933321483521,-0.405256155078676
"35","US-Uaf",2021,"159_173",104,51,0.0344569645395,-0.00241732699795,4.8934815,15.7870564661,0.5729571527915,9.0086662375,4.62259945203137,0.0140628896056077
"36","US-Uaf",2024,"159_173",125,42,0.07431335089,-0.00261586670707,2.399640025,15.7870564661,0.5729571527915,9.37750488472222,3.65155464419655,-0.221741302384756
"37","US-Uaf",2009,"173_187",110,69,0.1121411759,-0.003130056274175,3.575783175,58.1718533,0.5462136473015,8.72478055555556,4.60665149857506,0.192407331810419
"38","US-Uaf",2010,"173_187",105,66,0.02797110308322,-0.00666442977244,8.03124196,58.1718533,0.5462136473015,10.1490436111111,2.66125762628532,-0.356295102316946
"39","US-Uaf",2011,"173_187",105,45,0.0532958685165,-0.0054984232672,7.15759516,58.1718533,0.5462136473015,8.73730236111111,3.50531606387937,-0.0808132136513759
"40","US-Uaf",2013,"173_187",115,51,0.0597438117225,-0.0017861310155595,5.52773611,58.1718533,0.5462136473015,11.0165181944444,4.4067406912483,0.148041438714603
